9x20	426	1:2:3:3:1,1:1,1:1,1:2:3:2,1:2,3:2,2,2:2,2,2:2,1,2:2,1,2:2,1,2:5:1:1:2-5:7:2,2:1,2,1,1:20:3,1,1,1:5,2,2:5:3
25x25	162088	1,1,1:1,1,1,1:1,3,1:1,2,1:3,1:1,1,1:3,12:3,15:1,1,17:3,18:2,1:2,1,5,5,1:4,1,1,1,1,1,1:1,1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,17:4,1:3,1,2,2,2,2:4,1,2,2,2,2:1,1,1:25:23,1:20,1:1,13,1,1:1,1,1,1-3,2,2,3:3,1,1,5:1,1,2,2,3:24:2,1,2,2,4:3,3,1,4:6:1,4:16:2,1,4:3,5,2,4:3,1,1,2,4:3,1,1,5:4,1,1,4:4,5,2,4:10,1,2,4:4,1,3:4,5,3:4,1,1,2,3:4,1,1,2,5:4,1,1,2:4,5,2:4,1,2,2:4,1,2,1:4,5,5
25x25	162089	1,1,1,1:1,1,1,3:1,1,1,1,4:1,1,1,1,1:1,1,1,1:1,1,1,1:4,5,1:3:1,4:1,1:1:17:1,3:1,1,4:1,10,1,1:1,1,2,1:1,1,8,1,4:1,1,8,1,1,2:1,1,8,1,1,2:1,1,8,1,1,2:1,1,8,1,1,2:1,1,8,1,1,2:25:25:25-1,3:1,3:1,3:7,3:14:1,3:7,1,3:1,1,11:1,1,1,3:1,1,1,9:7,1,1,9:1,1,9:1,1,9:1,1,9:1,1,9:1,11:1,11:1,3:1,3:25:1,1,2,3:2,2,2,9:1,1,1,1,3:1,1,1,9:2,2,2,9
25x25	162090	1,1,1,1:1,1,1,3:1,1,4,1:4,1,5,1:1,13,1,1:1,1,1,1:1,1,1,1:1,1,1,3:1,1,4,1:4,1,5,1:1,13,1,1:1,1,1,1:1,1,1,3:1,1,4,1:4,1,5,1:1,13,1,1:1,1,1,1:1,1,1,3:1,1,4,1:3,1,5,1:1,13,1,3:1,1,6:4,1,10:25:25-1,1,1,3:25:1,1,1,1,3:2,2,2,2,3:1,1,1,1,2:1,1,1,1,2:1,1,1,1,2:1,1,1,1,2:1,1,1,1,2:1,1,1,1,2:1,1,1,1,2:1,1,1,1,2:25:1,1,1,1,2:1,1,1,1,2:2,2,2,2,3:1,1,1,1,3:1,1,1,1,3:1,1,1,1,3:25:1,1,1,1,4:1,1,1,1,4:2,2,2,2,5:1,1,1,1,5:25
25x25	163332	10,10:7,2,5:5,4,2:4,9:3,4,9:2,6,8:2,8,2,2:1,3,3,2,1:1,3,3,1,1:1,8,1:6:4:5,6:5,4:7:1,1:1,1,1:1,2,4,1:2,4,4,4,2:2,7,1,2:3,2,3:4,1,4:5,6:2,4,5,1:10,10-10,10:7,1,7:5,1,3,1:4,1,4:3,1,3:2,4,2,2:2,6,1,1,2:1,8,1,1,1:1,3,3,1,1,1:1,3,3,2,1,1:8,1:6,1,1:4,1,2:1,2:1,2:1,2,2,1:1,2,1,1,1,1:2,3,1,1,1,1:6,2,1,1,2:1,4,1,2,5:7,1,2,1,3:8,1,3,4:2,3,2,1,1,5:7,1,5,1:10,10
25x25	163518	17:18:19:20:21:1:21:20:1,1,1:1,1,1:1,3,1,1:1,5,1,1:1,5,1,1:1,5,1,1:1,3,1,1:1,1,1:1,1,1:1,1,1:1,1,1:21:20:1,4:6:7:9-5,15:5,2,2:5,2,2:5,2,2:5,2,2:5,2,2:5,2,3,2:5,2,5,2:5,2,5,2:5,2,5,2:5,2,3,2:5,2,2:5,2,2:5,2,2:5,2,2:5,2,2:5,15,1:4,2,2,1:19,2:2,2,6:1,1,1,3:4:4:4:4
25x25	163521	10:11:12:3,3,10:2,2,2,2,1,1,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,1,1,1,5:1,1,1,1,1,1,1:16,1,1:2,3,3,3,1,1,1:1,1,1,1,1,1,1:2,3,3,3,1,6:2,3,3,3,1:1,1,1,1,1:16:16,6:1:1,6:13,1:2,1,1,1,1:2,1,1,1,1,5:2,1,1,1,1,1,1:2,1,1,1,1,1,1-8,1:2,2,2,1:1,2,5:8,2,2,5:2,8,1:1,2,2,2,1:2,1,2,5:8,2,2,1:8,1:8,2,2,5:2,1,2,1:1,2,2,2,1:2,8,5:1,8,2,2:2,1,2:25:4:4:4:4,1,1,1:14,1,1,3:4,1,1,1,1,1:4,1,1,1,1,1:14,1,1,3:4,1,1,1,1,1
25x25	163522	23:24:25:23:1,1,1,1,1:1,1,1,1,1:1,1,1,1,1:1,1,1,1,1:2,7,1:1,1,1,1,1:1,1,1,1,1:1,1,1,1,1:1,1,1,1,1:3,9,1:1:1:1:3,9,1:1:3,9,1:1:1:2,7,1:1,1,1,1,1:1,1,1,1,1-4,1,1,1,1,1:14,1,1,3:4,1,1,1:4:4:4:4:4:4:4:4,1,1,1:14,1,1,3:4,1,1,1,1,1:4,1,1,1,1,1:14,1,1,3:4,1,1,1,1,1:4,1,1,1,1,1:14,1,1,3:4,1,1,1:4:4:4:25:2:1
25x25	164017	10:4,2,9:2,5,6:9,8:5,3,3,6:1,3:1,4:2,3,3:1,3,3:1,9,7:1,5,12:2,3,9:1,3,4:1,3,3:1,3,2:1,3:2,2:1,2:1,2:1,2:4:4:3:2:1-1:3,5:1,5,6:4,1,6:4,8,4:4,18:2,16:3,1,2:2,1,1:1,2,1:1,1,1:2,2,1:2,1,2:2,2,1:2,1,1,1:2,1,1,2:2,2,2,3:4,1,3:3,6:4,5:3,6:3,5:3,2,2:2,2,1:1,1
25x25	164670	25:1,1,1,1:3,3:15:5,1,1,1,5:1,1,3,1,1:1,1,1,1,1:1,1,3,1,1:2,2,2,2:2,9,2:1,3,3,1:2,2:3,3,3:1,2,2,2,2,1:1,1,1,1,1,1,1:3,2,2,3:1,3,1:2,2:2,2:2,2:2,2:2,2:3,3:3:1-1:1,1:1,5:3,1,2,4:1,1,1,2,1,3:5,3,1,2:1,1,2,2,2:1,6,1,2:1,1,3,2:1,1,1,2:1,1,1,3,1:1,1,1,1,1,2,2,2:1,5,1,1,1,1,2:1,1,1,1,1,2,2,2:1,1,1,3,1:1,1,1,2:1,1,3,2:1,6,1,2:1,1,2,2,2:5,3,1,2:1,1,1,2,1,3:3,1,2,4:1,5:1,1:1
25x25	165019	4,4:2,2,2,2:1,2,2,1:2,15,2:2,3,3,2:2,2,5:1,1,1,3:2,3:1,13,2:2,4,4,1:1,2,2,1:1,1,1,1:1,1,4,4,1,1:1,1,1,1,1,1,1,1:1,1,4,4,1,1:2,1,1,2:4,2,3:3,1:2,1,1,2:2,2,6,2,2:4,3,3,4:4,8,4:3,3,4,3,3:20:18-3:2,2:1,1,8,3:1,3,3,5:2,3,2,6:5,10,2,2:3,3,2,3:3,2,3,2,3:1,2,2,1,1,1,3:1,1,1,1,1,2,2:1,1,3,1,1,2:1,1,1,4:1,1,1,1,4:1,1,1,1,4:1,1,3,1,4:1,1,1,1,1,1,2:1,2,2,1,1,1,2,2:3,2,3,1,3:4,3,2,3:6,8,2,3:2,3,3,2,2:1,3,2,6:1,1,9,5:2,2,3:3
25x25	165709	3:5:2,6:4,5:5,5:5,5,2:5,5,3:2,4,4,4:4,2,1,3,4:5,4,3,4:5,2,1,3,4:3,4,8:4,1,2,8:5,1,3,8:6,4,9:6,1,10:5,11:21:19:16:14,1:12,2:9,3:7,4:4,5-3:3,4:4,4:2,3,5:4,4,5:5,4,4:5,2,4:5,3:2,4,3:4,2,2,2,4:5,3,1,5:6,2,1,3,5:6,1,4,6:6,2,2,7:4,8:4,10:5,11:17:16:13:12,1:15,2:15,3:15,4:14,5
25x25	165882	10,8:8,7:7,6:7,6:1,4,2,2,5:3,2,2,5:2,5:1,2,5:2,1,4:2,1,4,4:3,2,3:4,3:4,3:5,2:5,2:5,1,2:5,1,1:6,1:6,3:7,5,1:8,8:9,2,9:9,2,8:8,4,8:7,4,7-4,18:5,17:4,15:6,14:8,12:10,8:5,6:2,4:1,2:1:2:2,1,2:2,4:2,4:2,1,2:2:1:1,4:2,6:4,7:8,10:10,7:13,6:16,5:17,6
25x25	168406	2,1,1,1,1,1:3,1,1,1,1,1:4,1,1,1,3:4,3,5:4,1,1,7:4,1,10:3,1,5,5:2,6,5:5,5:17:19:21:22:1,1:1,5,1:1,1,1,1,1:1,5,1:1,1,1,1,1,1,6,1,1:2,4,5,6,3:2,4,6,3:7,6,3:7,4,1,3:2,4,6,3:2,4,6,3:2,4,6,3-8,8:8,7:6,2:4,1,7:1,2,8:1,3,7:1,1,16:1,10:1,2,6,5:1,10,1,1,1:1,1,8,5:1,9,1,1,1:1,5,4,5:5,4:5,4,8:5,4,8:5,4,8:9,8:8,4,3:7,8:6:5:16:3,7:2,8
25x25	169763	4,4:3,2,2,3:4,2,2,4:1,3,2,2,3,1:2,3,2,3,2,3,2:2,3,2,1,2,3,2:2,3,7,3,2:2,3,5,3,2:2,3,3,3,2:2,3,1,3,2:2,7,2:4,2,2,4:6,6:4,2,2,4:2,7,2:2,3,1,3,2:2,3,3,3,2:2,3,5,3,2:2,3,7,3,2:2,3,2,1,2,3,2:2,3,2,3,2,3,2:1,3,2,5,2,3,1:4,2,1,1,1,2,4:3,2,7,2,3:4,2,3,2,4-4,4:3,2,2,3:4,2,2,4:1,3,2,2,3,1:2,3,2,2,3,2:2,3,2,3,2,3,2:2,3,7,3,2:2,3,5,3,2:2,3,3,3,2,1:2,3,1,3,2,2:2,7,2,3:1,3,2,2,3,2,2:7,11:1,3,2,2,3,2,2:2,7,2,3:2,3,1,3,2,2:2,3,3,3,2,1:2,3,5,3,2:2,3,7,3,2:2,3,2,3,2,3,2:2,3,2,2,3,2:1,3,2,2,3,1:4,2,2,4:3,2,2,3:4,4
25x25	169768	10,10:8,3,8:7,2,2,7:7,3,2,6:9,3,2,5:10,2,4:11,2,3:11,2,2:9,2,1:8,2:7,2:6,3,2:6,2,1:5,1:4:3,1:2,3,1:1,1,1:2,3,3:1,1,4:3,6:2,1,8:2,11:3,14:19-18,4:17,2,4:16,1,2:15,2,1:14,1,2:13,3,2:11,1,3:2,6,3,3,3:1,5,2,1,4:1,1,3,1,2,4:2,2,5:2,6:1,2,7:1,1,9:2,7:1,2,5:1,2,3:2,2,2:3,2,1:4,2:5,2:6,2:7,2:8,2:9,2
25x25	169931	3,1,3:2,3,2:1,7,5,7,1:6,3,3,6:2,2,2,2:2,2,3,2,2:2,2,2,2:2,2,1,1,1,2,2:1,2,1,2,1:2,1,1,1,2:2,1,2:3,1,1,1,3:3,1,5,1,3:3,1,1,1,3:2,2:2,1,1,2:1,2,2,1:2,2,1,1,2,2:2,2,2,2:2,2,3,2,2:2,2,2,2:6,3,3,6:1,7,5,7,1:2,3,2:3,1,3-3,1,3:2,3,2:1,7,5,7,1:6,3,3,6:2,2,2,2:2,2,3,2,2:2,2,2,2:2,2,1,1,2,2:1,2,2,1:2,1,1,2:2,2:3,1,1,1,3:3,1,7,1,3:3,1,1,1,3:2,1,2:2,1,1,1,2:1,2,2,1:2,2,1,1,2,2:2,2,2,2:2,2,3,2,2:2,2,2,2:6,3,3,6:1,7,5,7,1:2,3,2:3,1,3
25x25	169932	1:5:3:1,1,1,1,1,1,1:3,3,3,1,3,3,3:1,1,1,1,1,1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1,1,1,1,1:1,3,1,1,1,1,1,1,1,3,1:1,1,3,1,1,1,3,1,1:2,1,1,5,1,1,2:2,1,1,1,2:4,1,4:2,2:3,1,3:1,3,1:7:2,2:7:3:1,1,1:4,4:1,1:17-8:2,2:6,2:1,1:8,1,1:2,2,1:7,2,2:1,1,1,1:9,2,1,1:2,1,1,1,1:1,8,3,2,1:2,1,5,1:14,3,3,1:2,1,5,1:1,8,3,2,1:2,1,1,1,1:9,2,1,1:1,1,1,1:7,2,2:2,2,1:8,1,1:1,1:6,2:2,2:8
25x25	169940	7,3,7:6,1,3,1,6:5,2,3,2,5:4,3,3,3,4:3,4,3,4,3:3,5,1,5,3:2,6,1,6,2:2,6,1,6,2:2,6,1,6,2:2,6,1,6,2:2,8,8,2:2,8,8,2:2,4,3,4,2:2,3,1,3,2:2,2,3,2,2:1,2,11,2,1:1,2,11,2,1:1,2,5,5,2,1:3,4,4,3:3,3,3,3:4,1,1,4:5,1,7,1,5:5,1,5,1,5:3,3,3,3,3:1,5,1,5,1-18,2:15,4:6,7:4,9:3,17:2,11,1:1,11,2:11,5,4:11,6,2:7,5,1,1:2,4,2:5,3,4,3:10,5,4:5,3,4,3:2,4,2:7,5,1,1:11,6,2:11,5,4:1,11,2:2,11,1:3,17:4,9:6,7:15,4:18,2
25x25	170124	12:3,4:3,3:3,3:3,2:8,9:4,2,2,5:3,3,1,1,1,2:3,2,2,5,3:3,2,2,3,3:3,3,3:1,1,1,1:1,1,1,1:3,2,2,4:2,3,2,3:1,1,2,1:2,7,2:2,2:2,3,2:2,2:14:7,8:7,2,11:7,2,2,8:6,4,7-3:3:6,4:7,2,4:14,4:6,2,5:3,2,2,2,4:3,1,4,4:2,1,1,1,1,4:1,1,4,1,1,2:1,2,2,1,1,1,2:1,2,2,1,1,1,1:1,1,1,1,1,1:1,2,2,1,1,1,2:1,2,1,1,1,1,2:1,1,2,2,4:2,1,2,2,5:2,1,2,1,2,4:3,2,1,2,5:3,3,4,4:5,7,4:8,2,4:9,4:3:3
25x25	170759	1,9,3,2,2:3,4,1,1,1,1,1:5,4,2,3,1,1:3,5,1,1,1:1,1,2,3,1,1:1,1,2:3,2:5,2:2,2:2,2:7,2:1,1,2:1,2,2:1,3,2:1,17:1,1,3:4,4,2,2,2,5:4,3,2,2,2,5:4,1,3:23:4,9,2:4,2,7,2,2:3,4,7,4,2:2,4,4,2:2,7,2-1,1,3,1:7,7:4,2,8:7,14:1,1,1,2:1,1,1,2:3,3,1,1,4:4,3,7,4:4,1,3,2,1,2:4,5,2,2:1,1,1,4,1:1,3,1,2,4,1:3,2,1,2,4,1:1,2,1,4,1:2,1,2,4,1:2,1,2,4,1:3,1,2,1,4,1:1,1,1,2,1,2,2:5,2,1,2,1,2:2,1,1,4:1,3,2,1,4:5,2,2,1,2:7:1,10:5,4,3
25x25	170761	1,23:1,8,12:1,1,2,9:1,1,7:1,1,6,6:1,7,2,7:1,1,2,2,5:1,2,1,1,1,2,2:1,2,1,1,2,1:1,11,2:1,1,2,4:1,1,2,3:1,3,1,3:1,10,3:1,1,2,2:1,2,2,2:1,1,7,2:1,2,3:1,3,2,2,5:1,3,1,2,1:3,3,1,3:2,2,2,5,1:3,3,5,1,1,3:1,3,8:25-25:3,1:1,3,3:2,2,2:2,3,1,3,3:6,7,3,1:2,1,2,4,3,1:3,1,1,1,3,3,1:3,1,3,1,2,1:2,3,2,1,1,4,1:2,3,2,1,1,2,1:1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1:2,1,1,2,1,1,1:2,1,1,1,2,1:2,2,3,2,1,2:3,3,2,4:3,1,1,2,2:4,1,2,2:6,2,3:7,2,2:7,1,1,1,2:7,1,4,3,3:8,10,1,1:16,3,2,1
25x25	171816	4:6:8:2,1,4,3:9,3:9,5:1,2,1,2,7:8,3,1,1,1:6,1,1,1,1,1,1:4,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1,1:2,1,1,1,1,1,1,1,1,2:1,1,17:2,1,1,4:1,1,1,4,1:1,1,1,1,1,2:1,1,1,1,1,3,1:1,1,1,4,1,1,1:1,1,1,3,1:1,1,1,3,1:1,1,8,3,1:5,1,9:3,1,1,6:2,1,4,2:24-6,1,1:5,2,3,1,1:3,8,10,1:10,1,1:3,2,15,1:10,1,1:5,2,2,2,1:6,1,1,1,2:4,1,14:1,1,1,1,1:1,1,2,4,1,1:3,1,1,1,1,1,2:3,1,2,1,1,3,1:4,1,1,1,4,2,1:5,1,2,1,1:4,1,1,1,1,1,1:3,1,2,6,2:1,1,1,1,1,4,2:1,1,2,8:1,1,4,4:1,3,8,1:4,1,1:2,1,1:3:1
25x25	172259	3,3,3:5,5,5:3,3,1,3,1,3:3,3,3,3:5,1,3,1,3,5:3,1,3,1,3,1,3,3:2,3,3,3,2:3,3,1,3,1,3,1,3:3,1,3,1,3,1,3,1:3,3,3,3:1,3,1,3,1,3,1,3:3,1,3,1,3,1,3,3:2,3,3,3,2:3,3,1,3,1,3,1,3:3,1,3,1,3,1,3,1:3,3,3,3:1,3,1,3,1,3,1,3:3,1,3,1,3,1,3,3:2,3,3,3,2:3,3,1,3,1,3,1,3:3,1,3,1,3,1,5:3,3,3,3:3,1,3,1,3,3:5,5,5:3,3,3-3,3,3:5,5,5:3,3,1,3,1,3:3,3,3,3:5,1,3,1,3,1,3:3,1,3,1,3,1,3,3:2,3,3,3,2:3,3,1,3,1,3,1,3:3,1,3,1,3,1,3,1:3,3,3,3:1,3,1,3,1,3,1,3:3,1,3,1,3,1,3,3:2,3,3,3,2:3,3,1,3,1,3,1,3:3,1,3,1,3,1,3,1:3,3,3,3:1,3,1,3,1,3,1,3:3,1,3,1,3,1,3,3:2,3,3,3,2:3,3,1,3,1,3,1,3:5,3,1,3,1,5:3,3,3,3:3,1,3,1,3,3:5,5,5:3,3,3
25x25	173124	23:2,1,1,2:1,1,1,1,1:1,1,1,1,1,1:1,1,1,1,1,1,1:1,9,5,1:1,1,1,1,1,1,1:1,7,1,1,1,1:1,5,3,5,5,1:1,1,1,1,1,2,2,1,1:1,2,1,1,2,2,1,1:1,1,1,1,1,1,2,2,1,1:1,1,1,1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1,1:1,1,7,5,1,1:1,1,1,1:1,2,1,1:1,1,15,1,1:1,1,1,3,3,3,1,1,1:1,7,3,3,5,1:1,1,3,3,3,1,1:1,15,1:1,1:2,2:23-23:2,2:1,3,1,4,1:1,1,1,1,1,1,1,1:1,1,1,1,1,1:1,2,1,1,1:1,1,10,5,1:1,1,2,1,1,1,1,1,1:2,1,1,2,4,5,1:1,1,6,1,2,2,1:2,1,1,2,4,5,1:1,1,2,1,1,1,1,1,1:1,1,10,5,1:1,2,1,2,2,1:1,1,5,1:1,10,1,1,1,1:1,1,4,1,5,1:1,1,1,1,1,2,2,1:1,1,4,1,5,1:1,10,1,1,1,1:1,1,5,1:1,1,1,1:1,12,1:2,2:23
25x25	174012	3,10:5,1,2,5:5,1,4:2,3,1,4:1,2,4:3,1,3,2,6:4,7,2,2,4:3,3,3,2,2:4,2,1,3:3,2,3,1,2,1:6,5,2,2,2:3,3,1,1,2:3,5,4,1:2,2,9:1,14:3,6,4:2,10,3:4,3,7,3:2,2,12:2,3,8,1:7,6,2:7,4,2:5,6:3,3:1,1-10:9,5:11,1,5:3,4,1,1,3:2,1,2,3:3,1,2,4:3,1,1,4:2,3,6:1,3,1,3:2,1,3,3,2:1,1,1,1,1,2:1,1,1,1,3,2:2,2,2,1,6:3,1,1,1,3,1:1,1,2,1,6:1,2,2,7:1,1,1,10:2,1,2,12:2,3,5,8:2,2,1,3,8:5,1,3,5,1:6,3,4,2,2:5,2,1,6,2:6,2,8:3,2,7
25x25	174018	4:6:8:3,1:1,1,1,5:2,2,3,1:6,3,1:7,2,1:2,4,2,1:2,8,1:2,1,1,1:3,1,1,1:11,1:8,1:8,1:6,1:1,4,1:1,2,1:2,1,1:6,1,2,2:7,4,3,3:2,2,4,7:3,5,5:2,2,6:2,2,6-1,1:9,2,2:18,4:4,3,5,3,1:5,2,4,5:3,4,4,3,2:3,5,4,2,1:5,3,5,1:1,2,3,1,6:1,4,1,5:1,1,2,5:4,8:2,3:2,2:2:1:2:1:2,2:1,4:1,4:15,2:1,4:4:2
25x25	174257	2,5,4,3:4,3,3,2,4:5,1,4:4,2,1,6:7,5:1,1,3,1:2,1,4,4,1,3:1,1,3,4,1:2,2,3,3,1,2:3,2,1,2:1,13,4:1,12,1,1:2,1,3,2,1,2:1,1,2,1,1,1:2,1,2,1,2,1,1:1,1,2,6,1,1:1,1,1,2,1,3,1,1:1,1,1,1,1,1,1,1:1,1,2,5,1:1,1,2,2,4,1:1,2,2,2,1:1,5,1,1:1,1,3,2,1:2,3,1,1:5,2,5-1,1,2,8:2,1,1,3,2:1,1,4,1:1,1,4,1:1,1,2,1:1,1,3,3,1:4,5,5,1,1:5,5,2,1:3,3,2,5,1:1,1,1,1,1,6,2,2:1,1,1,1,1,4,2,5:2,1,1,1,3,1,5:2,2,2:2,1,1,1,2,1,1:1,1,1,1,1,2,2,1:1,1,1,1,1,2,2,1:3,3,3,5:5,4,5,5:1,1,7,3:1,1,3,4,2,1:1,1,4,4,1:1,1,1,2,1:2,1,1,3,1:1,1,1,4,1:1,1,2,7
25x25	175288	4:6:8:8:9:9:8:10:4,4,3:6,4,2:12,1:12,1,2,2:13,1,2,3:8,2,1,6:7,1,1,3:7,1,1:4,1,2,2:2,2,3:1,6:2,1,3,3:4,7:16:17:17:3,13-6:8:9:9:9:8:3,9:6,4,2:7,4,1,3:13,1,4:13,2,5:13,1,4:9,2,2,6:7,2,2,5:4,1,2,4:1,2,4:2,2,4:1,3,1,5:2,7:1,3,1,6:4,1,6:2,1,5:3,1,5:6,5:3,4
25x25	175887	2,10:2,10:1,1,2,2,2,1,1,1:7,2,4,8:7,2,1,1,8:2,3,2,1,1,3:1,2,2,1,1,2:1,2,4:2,3:25:2,4,4:1,2,2:1,2,2:1,2,2:2,2,2:9,2,2:10,2,2:3,4,4:4,16:1,1,16:1,1,3:4,2:3,5,2,2:3,6,1,1,2,2:3,6,1,1,2,2-7,2,2:4,9,4,2:2,2,3,1,1,2:3,1,2,1,1:3,1,2,4:7,1,2,2:7,1,2,2:1,2,2:2,3,3:10,9:10,8:2,1,3:2,5,1,2:2,1,1,2,3:2,1,1,11,3:2,5,11,1:2,2,3,1:7,1,2,1:7,1,2,3:3,1,2:3,2,3,3:2,11,3:3,11:2,2,3,3:3,1,2,3
25x25	176730	1,1,2:1,2,1,1,2:1,2,1,1,2,1:1,1,9,3:1,3,2,1,1,2,1:1,1,2,8:1,2,1,3,1,3,2:5,4,3,1,3:1,2,1,7,2:1,1,1,7,3,2:1,2,8,2,3:1,1,1,6,4,1:2,1,2,2,3,3:3,2,2,1,2:3,2,5,2:3,4,3,1,1:3,1,1,1,2:3,1,2,2,1:3,1,1,2:4,1:4,1:7,2:14,5:25:25-3:4:6:1,1,2,8:1,1,1,1,9:2,4,1,10:1,1,1,1,1,3,4:1,2,5,3,4:1,1,1,1,2,3:4,1,2,2,3:4,8,3:1,1,1,3,1,1,3:1,11,3,3:1,4,8,2,3:1,7,1,3,2:6,6,1,2:1,1,4,1,5,1,2:5,2,5,1,2:2,7,2,2,2:4,6,1,2:3,1,1,2,2,3:1,2,1,1,1,2,3:1,2,3,2,3:2,2,1,1,4:6
25x25	177493	5:5:1,1:1,1:1,1:1,15:1,1,1,1,1,1,1,1,1:1,2,1,1,1,1,1,1:1,15:1,1:1,1:9,1:1,1,1,1,1,1:1,1,1,2,1:9,1:5:5:5:5:5:5:5:5:5:5-2,1:1,2:2,1:1,2:2,1:1,2:2,1:2,1,12:25:2,10:25:2,1,2,10:2,1:1,2:2,1:1,2:2,1:1,2:2,1:1,2:2,1:1,2:2,1:1,2:2,1
25x25	178096	17:3,3:23:9,1,12:1,7,1,12:1,3,1,1,11,1:1,2,2,1,1,11,1:1,2,2,1,1,11,1:1,3,1,2,10,1:1,21,1:1,21,1:1,21,1:1,21,1:1,21,1:1,21,1:1,21,1:1,21,1:1,21,1:1,2,2,10,1:1,4,15,1:1,5,14,1:8,12:23:4,3:18-19:2,2:23:23:6,10,6:1,3,2,9,6:1,3,2,9,3,1:1,3,10,2,1:1,18,1,1:1,1,9,2,1,1:1,16,2,1,1:1,1,10,2,1,1:1,2,3,9,2,1,1:1,21,1:1,21,1:1,21,1:1,21,1:1,21,1:1,21,1:1,21,1:25:24:23:3,2:18
25x25	178283	18,2:2:16,5:4,2:4,4:5,8:6,8:3,7:4,4:7,4:3,2,1:2,4,1:5,1,1:4,2,1:2,2,3:5,1:2,1:2,2,2:2,3,2:2,1,2,4:7,6:7,6:6,5:6,5:5,4-1,1,4:1,1,6:1,1,2,3,2:1,1,2,1,3,4:1,1,4,4,5:1,1,8,6:1,1,6,2,7:1,1,3,2,1,2,4:1,1,3,2,2,3:1,1,1,3,2:1,1,3,1,1:1,1,5,1,2:1,1,5,1,1:1,1,5,1,3:1,1,3,2,1,1,2:1,1,2,2,1,2:1,3,2,4:1,3,9:3,8:2,6:2,4:2,2:2:4:1,2
25x25	178510	4,10,2,2:3,12,1,2:1,1,12,1,2:1,15,2:14,2,1,2:13,1,2,2:19,3:16,2:7,6,3:5,3,2:5,4:1,5:1:2,4:2,1,4:2,6,3,3:2,2,2,3,7:3,2,4,2,6:4,9,2,4:15,7:22:20:4,12:2,5,5,2,1:3,6,6,3-7,6,1:2,3,9,2:2,4,4,1:1,5,4,1:1,5,3:7,6:9,8:10,9:11,2,7:12,1,5,2:12,8,1:12,9:9,2,1,7:5,2,1,2,6:4,4,1,6:4,3,2,6:8,2,3,1:6,5,1:4,3,6:2,1,3,6:1,5,4,1:3,1,1,2,7:1,6,9,1:11,7,1:3,1,1,1,1,4,2
25x25	178511	4,4:2,1,5:2,2,11:1,2,6,8:1,1,7,9:1,1,8,9:1,1,3,4,10:1,2,8,10:1,9,1,10:3,4,1,10:12,11:6,15:3,12,1:3,11,1:3,11,1:2,4,4,2:2,3,3,2:3,3,1:3,3:4,4:1,5,4,4:5,1:2,3,2,3,1,2:1,8,6,3:1,8,12-8,2,1:2,2,2,1:1,5,3,4:1,2,2,2,2,1:1,1,1,2,2,2:2,1,4,1,2:1,4,5,1,3:13,4:9,3,3:6,4,1,2:12,2,1:9,11,1,1:8,11,1:2,6,10,1:2,6,2:13,3:13,3:13,3:14,2,2:18,2:18,1,1:18,1:9,2:8,2,3:12,3
25x25	178730	11,1,11:1,3,1:1,3,1:1,3,1:1,3,1:1,9,1:1,11,1:1,9,1:1,3,1:1,3,1:1,13,1:1,15,1:1,13,1:1,3,1:1,3,1:1,5,1:1,7,1:1,3,3,3,3,1:1,5,2,1,1,2,5,1:9,1,1,1,9:9,1,1,9:9,1,1,9:10,1,10:12,12:25-25:1,6:1,7:1,8:1,8:1,1,8:1,3,7:1,1,3,6:1,3,3,8:1,3,3,3,3:1,3,3,3,2,2:16,1,1,2:17,1,1,1:16,1,1,2:1,3,3,3,2,2:1,3,3,3,3:1,3,3,8:1,1,3,6:1,3,7:1,1,8:1,8:1,8:1,7:1,6:25
25x25	179018	1,3,1:1,1,2,4:1,1,4,4:4,1,5,3:6,7,1:6,6,4,2:6,5,6,2:19,3:5,9,2:2,1,8,1:5,2,3,3:5,6,1,3:7,9,4:18,5:6,3,6,4:4,5,4,1,1,2:6,1,1,1,1,4:6,2,2,1,4:5,1,1,5:1,2,3,6:3,4,5:6,6,2:5,6:4,3:2,1-3:5:4,6:6,6,1:6,6,3:12,2,5:1,8,2,4,5:2,5,6,4:1,1,1,7,2:3,4,2,7:1,5,2,4,1:1,6,5,1,3:16,1,4:15,1,4:4,3,5,1,4:2,1,4,6,5:3,5,4,1,3:3,6,2,3:3,6,4:1,7,5,3:3,3,3:1,1,4,5:5,4,5:3,3,5:1,4
